materials;participant;is_test_trial;item;condition;context;Vpos;PI;structuralC;contextualC;position;rating1;content
qb_E1_main;70;no;17;f;neutral;nonV1;NCI;0;1;36;7;"A: Adam se posadil v cukrĂˇrnÄ›, kam chodil uĹľ od dÄ›tstvĂ­.

B: Adam si nedal ĹľĂˇdnĂ˝ dortĂ­k?"
qb_E1_main;70;no;18;g;negative;nonV1;PPI;1;0;32;7;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, kde spal pod ĹˇirĂˇkem.

B: Ĺ tÄ›pĂˇn si s sebou nevzal nÄ›jakĂ˝ stan?"
qb_E1_main;70;no;19;h;neutral;nonV1;PPI;1;0;81;6;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, ve kterĂ© to krĂˇsnÄ› vonÄ›lo. 

B: Ondra si neobjednal nÄ›jakou pizzu?"
qb_E1_main;70;no;20;a;negative;V1;NCI;1;0;23;6;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, ze kterĂ© se vrĂˇtil stĹ™Ă­zlivĂ˝.

B: Nedal si tam TomĂˇĹˇ ĹľĂˇdnĂ˝ drink?"
qb_E1_main;70;no;21;b;neutral;V1;NCI;1;1;69;4;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ve kterĂ©m mÄ›l velkĂ˝ nepoĹ™Ăˇdek.

B: Nevyndal Jirka z pĹ™Ă­bornĂ­ku ĹľĂˇdnĂ© noĹľe?"
qb_E1_main;70;no;22;c;negative;V1;PPI;0;0;74;3;"A: Martin stĂˇl v obchodÄ› za pokladnou, kde se staral o reklamace.

B: NepĹ™ijĂ­mal tam Martin nÄ›jakou objednĂˇvku? "
qb_E1_main;70;no;23;d;neutral;V1;PPI;0;0;39;4;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, jehoĹľ jmĂ©no zapomnÄ›l.  

B: NepĹŻjÄŤil si Petr nÄ›jakou plachetnici? "
qb_E1_main;70;no;24;e;negative;nonV1;NCI;0;0;62;3;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, odkud si pĹ™inesl mastiÄŤku.

B: Pavel si nepĹ™inesl ĹľĂˇdnĂ© pilulky?"
qb_E1_main;70;no;25;f;neutral;nonV1;NCI;0;1;66;7;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, kterĂˇ byla drahĂˇ.

B: Michal nedal do Ĺˇperkovnice ĹľĂˇdnĂ˝ prsten?"
qb_E1_main;70;no;26;g;negative;nonV1;PPI;1;0;18;2;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kde si vybral Mazdu 3.

B: Karel si nevybral nÄ›jakou Ĺˇkodovku?"
qb_E1_main;70;no;27;h;neutral;nonV1;PPI;1;0;20;3;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, kterĂ˝ mĂˇlem ztratil.

B: LukĂˇĹˇ z nÄ›j nevytĂˇhnul nÄ›jakou pastelku?"
qb_E1_main;70;no;28;a;negative;V1;NCI;1;0;78;2;"A: Franta si nesl sportovnĂ­ taĹˇku, kam si zabalil raketu.

B: Nezabalil si tam Franta ĹľĂˇdnĂ˝ mĂ­ÄŤ?"
qb_E1_main;70;no;29;b;neutral;V1;NCI;1;1;34;5;"A: Ivan vidÄ›l venku padat snĂ­h, kterĂ˝ rychle pokryl dvorek.

B: Nepostavil si Ivan ĹľĂˇdnĂ©ho snÄ›hulĂˇka?"
qb_E1_main;70;no;30;c;negative;V1;PPI;0;0;30;4;"A: Dan si udÄ›lal vĂ˝let do zoo, kde se mu lĂ­bili papouĹˇci.

B: Neobdivoval tam Dan nÄ›jakou Ĺˇelmu?"
qb_E1_main;70;no;31;d;neutral;V1;PPI;0;0;71;7;"A: David si uĹľil letnĂ­ prĂˇzdniny, na kterĂ© nikdy nezapomene.

B: Nebyl David na nÄ›jakĂ©m tĂˇboĹ™e?"
qb_E1_main;70;no;32;e;negative;nonV1;NCI;0;0;25;5;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, pĹ™i kterĂ© pĹ™iĹˇel o svĂ© stĹ™elce.

B: Honza nepĹ™iĹˇel o ĹľĂˇdnĂ©ho pÄ›Ĺˇce?"
qb_E1_main;71;no;1;a;negative;V1;NCI;1;0;68;2;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kde skonÄŤila jako ÄŤtvrtĂˇ.

B: NevyhrĂˇla Eva ĹľĂˇdnou cenu?"
qb_E1_main;71;no;2;b;neutral;V1;NCI;1;1;74;6;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, kam chodĂ­ docela ÄŤasto.

B: Nevytrhla jĂ­ zubaĹ™ka ĹľĂˇdnĂ˝ zub?"
qb_E1_main;71;no;3;c;negative;V1;PPI;0;0;60;5;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kvĹŻli kterĂ©mu si od maminky pĹŻjÄŤila papiĹĂˇk.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky nÄ›jakou pĂˇnviÄŤku?"
qb_E1_main;71;no;4;d;neutral;V1;PPI;0;0;33;4;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kterĂˇ je za rohem.

B: NechtÄ›la AdĂ©la nÄ›jakĂ© kolĂˇÄŤe?"
qb_E1_main;71;no;5;e;negative;nonV1;NCI;0;0;47;6;"A: Lenka zaĹˇla do knihovny, kde si pĹŻjÄŤila bĂˇsnickou sbĂ­rku. 

B: Lenka si nepĹŻjÄŤila ĹľĂˇdnĂ˝ romĂˇn?"
qb_E1_main;71;no;6;f;neutral;nonV1;NCI;0;1;62;3;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kam sehnala levnĂ© lĂ­stky.

B: Sabina nebyla na ĹľĂˇdnĂ© tragĂ©dii?"
qb_E1_main;71;no;7;g;negative;nonV1;PPI;1;0;29;7;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kam zasadila zeleninu.

B: Jana tam nezasadila nÄ›jakĂ© kvÄ›tiny?"
qb_E1_main;71;no;8;h;neutral;nonV1;PPI;1;0;18;2;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, kterĂ˝ mÄ›la na pĹŻdÄ›. 

B: Johana do kufĹ™Ă­ku nevrĂˇtila nÄ›jakĂ˝ ĹˇroubovĂˇk?"
qb_E1_main;71;no;9;a;negative;V1;NCI;1;0;25;5;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, do kterĂ© uloĹľila textovĂ˝ dokument.

B: NeuloĹľila Barbora do sloĹľky ĹľĂˇdnou tabulku?"
qb_E1_main;71;no;10;b;neutral;V1;NCI;1;1;80;2;"A: Martina se vrĂˇtila z drogerie, kterĂˇ je naproti poĹˇtÄ›.

B: Nekoupila si Martina ĹľĂˇdnĂ˝ Ĺˇampon?"
qb_E1_main;71;no;11;c;negative;V1;PPI;0;0;8;4;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se byla podĂ­vat na sfingu.  

B: NevidÄ›la Tereza nÄ›jakou pyramidu? "
qb_E1_main;71;no;12;d;neutral;V1;PPI;0;0;37;7;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, kterĂˇ dostala o VĂˇnocĂ­ch.

B: Neposlouchala KlĂˇra nÄ›jakĂ˝ podcast?"
qb_E1_main;71;no;13;e;negative;nonV1;NCI;0;0;58;2;"A: Denisa vzpomĂ­nala na Ăştulek, ze kterĂ©ho si domĹŻ pĹ™ivedla koÄŤku.

B: Denisa si domĹŻ nepĹ™ivedla ĹľĂˇdnĂ©ho psa?"
qb_E1_main;71;no;14;f;neutral;nonV1;NCI;0;1;27;7;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kterĂ˝ si sama sestavila. 

B: NatĂˇlie nechodĂ­ v pondÄ›lĂ­ na ĹľĂˇdnou pĹ™ednĂˇĹˇku? "
qb_E1_main;71;no;15;g;negative;nonV1;PPI;1;0;21;6;"A: PavlĂ­na jela po dĂˇlnici, kde zastavila v odstavnĂ©m pruhu.

B: PavlĂ­na nezastavila na nÄ›jakĂ©m odpoÄŤĂ­vadle?"
qb_E1_main;71;no;16;h;neutral;nonV1;PPI;1;0;70;2;"A: Zuzana se zdrĹľela v trafice, kterĂˇ je poblĂ­Ĺľ tramvajovĂ© zastĂˇvky.

B: Zuzana si tam neprohlĂ­Ĺľela nÄ›jakĂ˝ ÄŤasopis?"
qb_E1_main;71;no;17;a;negative;V1;NCI;1;0;5;5;"A: Adam se posadil v cukrĂˇrnÄ›, kde snÄ›dl ovocnĂ˝ koĹˇĂ­ÄŤek.

B: Nedal si Adam ĹľĂˇdnĂ˝ dortĂ­k? "
qb_E1_main;71;no;18;b;neutral;V1;NCI;1;1;64;3;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, na kterĂ˝ jezdĂ­ kaĹľdĂ© lĂ©to.

B: Nevzal si Ĺ tÄ›pĂˇn s sebou ĹľĂˇdnĂ˝ stan?"
qb_E1_main;71;no;19;c;negative;V1;PPI;0;0;51;3;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, kde si objednal Ĺˇpagety.  

B: Neobjednal si Ondra nÄ›jakou pizzu?"
qb_E1_main;71;no;20;d;neutral;V1;PPI;0;0;10;6;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, na kterou dorazili i jeho kamarĂˇdi.

B: Nedal si tam TomĂˇĹˇ nÄ›jakĂ˝ drink?"
qb_E1_main;71;no;21;e;negative;nonV1;NCI;0;0;31;7;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ze kterĂ©ho vyndal vidliÄŤky. 

B: Jirka nevyndal z pĹ™Ă­bornĂ­ku ĹľĂˇdnĂ© noĹľe?"
qb_E1_main;71;no;22;f;neutral;nonV1;NCI;0;1;56;1;"A: Martin stĂˇl v obchodÄ› za pokladnou, kam ho poslal jeho ĹˇĂ©f. 

B: Martin tam nepĹ™ijĂ­mal ĹľĂˇdnou objednĂˇvku?"
qb_E1_main;71;no;23;g;negative;nonV1;PPI;1;0;66;2;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, kde si pĹŻjÄŤil vodnĂ­ skĹŻtr.

B: Petr si nepĹŻjÄŤil nÄ›jakou plachetnici?"
qb_E1_main;71;no;24;h;neutral;nonV1;PPI;1;0;35;3;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, kterĂˇ je v areĂˇlu nemocnice.

B: Pavel si nepĹ™inesl nÄ›jakĂ© pilulky?"
qb_E1_main;71;no;25;a;negative;V1;NCI;1;0;12;2;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, do kterĂ© uloĹľil nĂˇhrdelnĂ­k.

B: Nedal Michal do Ĺˇperkovnice ĹľĂˇdnĂ˝ prsten?"
qb_E1_main;71;no;26;b;neutral;V1;NCI;1;1;16;2;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kterĂˇ mĂˇ velkĂ˝ vĂ˝bÄ›r. 

B: Nevybral si Karel ĹľĂˇdnou Ĺˇkodovku?"
qb_E1_main;71;no;27;c;negative;V1;PPI;0;0;41;2;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, ze kterĂ©ho vyndal ÄŤervenou fixu.

B: NevytĂˇhnul z nÄ›j LukĂˇĹˇ nÄ›jakou pastelku? "
qb_E1_main;71;no;28;d;neutral;V1;PPI;0;0;43;5;"A: Franta si nesl sportovnĂ­ taĹˇku, kterĂˇ mÄ›la modrĂ© logo.

B: Nezabalil si tam Franta nÄ›jakĂ˝ mĂ­ÄŤ?"
qb_E1_main;71;no;29;e;negative;nonV1;NCI;0;0;1;2;"A: Ivan vidÄ›l venku padat snĂ­h, ze kterĂ©ho si postavil iglĂş.

B: Ivan si nepostavil ĹľĂˇdnĂ©ho snÄ›hulĂˇka?"
qb_E1_main;71;no;30;f;neutral;nonV1;NCI;0;1;76;3;"A: Dan si udÄ›lal vĂ˝let do zoo, kde uĹľ dlouho nebyl.

B: Dan tam neobdivoval ĹľĂˇdnou Ĺˇelmu?"
qb_E1_main;71;no;31;g;negative;nonV1;PPI;1;0;53;6;"A: David si uĹľil letnĂ­ prĂˇzdniny, kterĂ© strĂˇvil s rodiÄŤi na chatÄ›.

B: David nebyl na nÄ›jakĂ©m tĂˇboĹ™e?"
qb_E1_main;71;no;32;h;neutral;nonV1;PPI;1;0;23;1;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, kterĂˇ se konala v ĂşterĂ˝.

B: Honza nepĹ™iĹˇel o nÄ›jakĂ©ho pÄ›Ĺˇce?"
qb_E1_main;72;no;1;d;neutral;V1;PPI;0;0;21;4;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kterĂˇ se konala tohle lĂ©to.

B: NevyhrĂˇla Eva nÄ›jakou cenu?"
qb_E1_main;72;no;2;e;negative;nonV1;NCI;0;0;43;4;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, odkud odeĹˇla bez bolesti.

B: ZubaĹ™ka jĂ­ nevytrhla ĹľĂˇdnĂ˝ zub?"
qb_E1_main;72;no;3;f;neutral;nonV1;NCI;0;1;69;2;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kterĂ˝ mÄ›l dobrĂ© hodnocenĂ­.

B: MarkĂ©ta si od maminky nepĹŻjÄŤila ĹľĂˇdnou pĂˇnviÄŤku?"
qb_E1_main;72;no;4;g;negative;nonV1;PPI;1;0;60;4;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kde poprosila o ÄŤerstvĂ© rohlĂ­ky.

B: AdĂ©la nechtÄ›la nÄ›jakĂ© kolĂˇÄŤe?"
qb_E1_main;72;no;5;h;neutral;nonV1;PPI;1;0;48;4;"A: Lenka zaĹˇla do knihovny, kterĂˇ mĂˇ otevĹ™eno nonstop.

B: Lenka si nepĹŻjÄŤila nÄ›jakĂ˝ romĂˇn?"
qb_E1_main;72;no;6;a;negative;V1;NCI;1;0;2;3;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kde zhlĂ©dla komedii.

B: Nebyla Sabina na ĹľĂˇdnĂ© tragĂ©dii?"
qb_E1_main;72;no;7;b;neutral;V1;NCI;1;1;34;5;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kterĂ˝ vybudovala pĹ™ed rokem.

B: Nezasadila tam Jana nÄ›jakĂ© kvÄ›tiny?"
qb_E1_main;72;no;8;c;negative;V1;PPI;0;0;51;2;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, do kterĂ©ho vrĂˇtila kladivo.

B: NevrĂˇtila Johana do kufĹ™Ă­ku nÄ›jakĂ˝ ĹˇroubovĂˇk? "
qb_E1_main;72;no;9;d;neutral;V1;PPI;0;0;28;3;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, kterou vytvoĹ™ila nedĂˇvno.

B: NeuloĹľila Barbora do sloĹľky nÄ›jakou tabulku?"
qb_E1_main;72;no;10;e;negative;nonV1;NCI;0;0;71;3;"A: Martina se vrĂˇtila z drogerie, kde si poĹ™Ă­dila sprchovĂ˝ gel. 

B: Martina si nekoupila ĹľĂˇdnĂ˝ Ĺˇampon?"
qb_E1_main;72;no;11;f;neutral;nonV1;NCI;0;1;26;2;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se jĂ­ moc lĂ­bilo.  

B: Tereza nevidÄ›la ĹľĂˇdnou pyramidu?"
qb_E1_main;72;no;12;g;negative;nonV1;PPI;1;0;67;6;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, ze kterĂ˝ch poslouchala pĂ­sniÄŤky.

B: KlĂˇra neposlouchala nÄ›jakĂ˝ podcast?"
qb_E1_main;72;no;13;h;neutral;nonV1;PPI;1;0;77;2;"A: Denisa vzpomĂ­nala na Ăştulek, kterĂ˝ byl plnĂ˝ opuĹˇtÄ›nĂ˝ch zvĂ­Ĺ™at.

B: Denisa si domĹŻ nepĹ™ivedla nÄ›jakĂ©ho psa?"
qb_E1_main;72;no;14;a;negative;V1;NCI;1;0;12;3;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kde mÄ›la jeden seminĂˇĹ™ za druhĂ˝m.

B: NechodĂ­ NatĂˇlie v pondÄ›lĂ­ na ĹľĂˇdnou pĹ™ednĂˇĹˇku?"
qb_E1_main;72;no;15;b;neutral;V1;NCI;1;1;18;2;"A: PavlĂ­na jela po dĂˇlnici, kterou nedĂˇvno opravili.

B: Nezastavila PavlĂ­na na ĹľĂˇdnĂ©m odpoÄŤĂ­vadle? "
qb_E1_main;72;no;16;c;negative;V1;PPI;0;0;32;5;"A: Zuzana se zdrĹľela v trafice, ve kterĂ© si prohlĂ­Ĺľela noviny.

B: NeprohlĂ­Ĺľela si tam Zuzana nÄ›jakĂ˝ ÄŤasopis? "
qb_E1_main;72;no;17;d;neutral;V1;PPI;0;0;56;4;"A: Adam se posadil v cukrĂˇrnÄ›, kam chodil uĹľ od dÄ›tstvĂ­.

B: Nedal si Adam nÄ›jakĂ˝ dortĂ­k? "
qb_E1_main;72;no;18;e;negative;nonV1;NCI;0;0;58;1;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, kde spal pod ĹˇirĂˇkem.

B: Ĺ tÄ›pĂˇn si s sebou nevzal ĹľĂˇdnĂ˝ stan?"
qb_E1_main;72;no;19;f;neutral;nonV1;NCI;0;1;7;2;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, ve kterĂ© to krĂˇsnÄ› vonÄ›lo. 

B: Ondra si neobjednal ĹľĂˇdnou pizzu?"
qb_E1_main;72;no;20;g;negative;nonV1;PPI;1;0;23;6;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, ze kterĂ© se vrĂˇtil stĹ™Ă­zlivĂ˝.

B: TomĂˇĹˇ si tam nedal nÄ›jakĂ˝ drink?"
qb_E1_main;72;no;21;h;neutral;nonV1;PPI;1;0;65;2;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ve kterĂ©m mÄ›l velkĂ˝ nepoĹ™Ăˇdek.

B: Jirka nevyndal z pĹ™Ă­bornĂ­ku nÄ›jakĂ© noĹľe?"
qb_E1_main;72;no;22;a;negative;V1;NCI;1;0;73;2;"A: Martin stĂˇl v obchodÄ› za pokladnou, kde se staral o reklamace.

B: NepĹ™ijĂ­mal tam Martin ĹľĂˇdnou objednĂˇvku? "
qb_E1_main;72;no;23;b;neutral;V1;NCI;1;1;10;5;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, jehoĹľ jmĂ©no zapomnÄ›l.  

B: NepĹŻjÄŤil si Petr ĹľĂˇdnou plachetnici? "
qb_E1_main;72;no;24;c;negative;V1;PPI;0;0;40;2;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, odkud si pĹ™inesl mastiÄŤku.

B: NepĹ™inesl si Pavel nÄ›jakĂ© pilulky?"
qb_E1_main;72;no;25;d;neutral;V1;PPI;0;0;36;5;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, kterĂˇ byla drahĂˇ.

B: Nedal Michal do Ĺˇperkovnice nÄ›jakĂ˝ prsten?"
qb_E1_main;72;no;26;e;negative;nonV1;NCI;0;0;16;3;"A: Karel Ĺˇel do pĹŻjÄŤovny aut, kde si vybral Mazdu 3.

B: Karel si nevybral ĹľĂˇdnou Ĺˇkodovku?"
qb_E1_main;72;no;27;f;neutral;nonV1;NCI;0;1;81;1;"A: LukĂˇĹˇ poloĹľil na stĹŻl penĂˇl, kterĂ˝ mĂˇlem ztratil.

B: LukĂˇĹˇ z nÄ›j nevytĂˇhnul ĹľĂˇdnou pastelku?"
qb_E1_main;72;no;28;g;negative;nonV1;PPI;1;0;79;2;"A: Franta si nesl sportovnĂ­ taĹˇku, kam si zabalil raketu.

B: Franta si tam nezabalil nÄ›jakĂ˝ mĂ­ÄŤ?"
qb_E1_main;72;no;29;h;neutral;nonV1;PPI;1;0;53;1;"A: Ivan vidÄ›l venku padat snĂ­h, kterĂ˝ rychle pokryl dvorek.

B: Ivan si nepostavil nÄ›jakĂ©ho snÄ›hulĂˇka?"
qb_E1_main;72;no;30;a;negative;V1;NCI;1;0;30;2;"A: Dan si udÄ›lal vĂ˝let do zoo, kde se mu lĂ­bili papouĹˇci.

B: Neobdivoval tam Dan ĹľĂˇdnou Ĺˇelmu?"
qb_E1_main;72;no;31;b;neutral;V1;NCI;1;1;45;7;"A: David si uĹľil letnĂ­ prĂˇzdniny, na kterĂ© nikdy nezapomene.

B: Nebyl David na ĹľĂˇdnĂ©m tĂˇboĹ™e?"
qb_E1_main;72;no;32;c;negative;V1;PPI;0;0;5;5;"A: Honza byl na lekci hranĂ­ ĹˇachĹŻ, pĹ™i kterĂ© pĹ™iĹˇel o svĂ© stĹ™elce.

B: NepĹ™iĹˇel Honza o nÄ›jakĂ©ho pÄ›Ĺˇce?"
qb_E1_main;73;no;1;g;negative;nonV1;PPI;1;0;64;5;"A: Eva se zĂşÄŤastnila lingvistickĂ© olympiĂˇdy, kde skonÄŤila jako ÄŤtvrtĂˇ.

B: Eva nevyhrĂˇla nÄ›jakou cenu?"
qb_E1_main;73;no;2;h;neutral;nonV1;PPI;1;0;62;3;"A: Sandra byla na vyĹˇetĹ™enĂ­ v zubnĂ­ ordinaci, kam chodĂ­ docela ÄŤasto.

B: ZubaĹ™ka jĂ­ nevytrhla nÄ›jakĂ˝ zub?"
qb_E1_main;73;no;3;a;negative;V1;NCI;1;0;9;5;"A: MarkĂ©ta se zapsala na kurz vaĹ™enĂ­, kvĹŻli kterĂ©mu si od maminky pĹŻjÄŤila papiĹĂˇk.

B: NepĹŻjÄŤila si MarkĂ©ta od maminky ĹľĂˇdnou pĂˇnviÄŤku?"
qb_E1_main;73;no;4;b;neutral;V1;NCI;1;1;23;3;"A: AdĂ©la rĂˇno vychĂˇzela z pekĂˇrny, kterĂˇ je za rohem.

B: NechtÄ›la AdĂ©la ĹľĂˇdnĂ© kolĂˇÄŤe?"
qb_E1_main;73;no;5;c;negative;V1;PPI;0;0;60;5;"A: Lenka zaĹˇla do knihovny, kde si pĹŻjÄŤila bĂˇsnickou sbĂ­rku. 

B: NepĹŻjÄŤila si Lenka nÄ›jakĂ˝ romĂˇn?"
qb_E1_main;73;no;6;d;neutral;V1;PPI;0;0;68;4;"A: Sabina Ĺˇla o vĂ­kendu do divadla, kam sehnala levnĂ© lĂ­stky.

B: Nebyla Sabina na nÄ›jakĂ© tragĂ©dii?"
qb_E1_main;73;no;7;e;negative;nonV1;NCI;0;0;20;7;"A: Jana mĂˇ na zahradÄ› zĂˇhon, kam zasadila zeleninu.

B: Jana tam nezasadila ĹľĂˇdnĂ© kvÄ›tiny?"
qb_E1_main;73;no;8;f;neutral;nonV1;NCI;0;1;27;1;"A: Johana zavĹ™ela kufĹ™Ă­k s nĂˇĹ™adĂ­m, kterĂ˝ mÄ›la na pĹŻdÄ›. 

B: Johana do kufĹ™Ă­ku nevrĂˇtila ĹľĂˇdnĂ˝ ĹˇroubovĂˇk?"
qb_E1_main;73;no;9;g;negative;nonV1;PPI;1;0;81;2;"A: Barbora s nĂˇmi nasdĂ­lela sloĹľku, do kterĂ© uloĹľila textovĂ˝ dokument.

B: Barbora do sloĹľky neuloĹľila nÄ›jakou tabulku?"
qb_E1_main;73;no;10;h;neutral;nonV1;PPI;1;0;2;1;"A: Martina se vrĂˇtila z drogerie, kterĂˇ je naproti poĹˇtÄ›.

B: Martina si nekoupila nÄ›jakĂ˝ Ĺˇampon?"
qb_E1_main;73;no;11;a;negative;V1;NCI;1;0;33;1;"A: Tereza vyprĂˇvÄ›la o poznĂˇvacĂ­m zĂˇjezdu do Egypta, kde se byla podĂ­vat na sfingu.  

B: NevidÄ›la Tereza ĹľĂˇdnou pyramidu? "
qb_E1_main;73;no;12;b;neutral;V1;NCI;1;1;78;2;"A: KlĂˇra mÄ›la na uĹˇĂ­ch sluchĂˇtka, kterĂˇ dostala o VĂˇnocĂ­ch.

B: Neposlouchala KlĂˇra ĹľĂˇdnĂ˝ podcast?"
qb_E1_main;73;no;13;c;negative;V1;PPI;0;0;29;5;"A: Denisa vzpomĂ­nala na Ăştulek, ze kterĂ©ho si domĹŻ pĹ™ivedla koÄŤku.

B: NepĹ™ivedla si Denisa domĹŻ nÄ›jakĂ©ho psa?"
qb_E1_main;73;no;14;d;neutral;V1;PPI;0;0;44;3;"A: NatĂˇlie se dĂ­vala na svĹŻj pondÄ›lnĂ­ rozvrh, kterĂ˝ si sama sestavila. 

B: NechodĂ­ NatĂˇlie v pondÄ›lĂ­ na nÄ›jakou pĹ™ednĂˇĹˇku?"
qb_E1_main;73;no;15;e;negative;nonV1;NCI;0;0;7;5;"A: PavlĂ­na jela po dĂˇlnici, kde zastavila v odstavnĂ©m pruhu.

B: PavlĂ­na nezastavila na ĹľĂˇdnĂ©m odpoÄŤĂ­vadle?"
qb_E1_main;73;no;16;f;neutral;nonV1;NCI;0;1;71;2;"A: Zuzana se zdrĹľela v trafice, kterĂˇ je poblĂ­Ĺľ tramvajovĂ© zastĂˇvky.

B: Zuzana si tam neprohlĂ­Ĺľela ĹľĂˇdnĂ˝ ÄŤasopis?"
qb_E1_main;73;no;17;g;negative;nonV1;PPI;1;0;76;5;"A: Adam se posadil v cukrĂˇrnÄ›, kde snÄ›dl ovocnĂ˝ koĹˇĂ­ÄŤek.

B: Adam si nedal nÄ›jakĂ˝ dortĂ­k?"
qb_E1_main;73;no;18;h;neutral;nonV1;PPI;1;0;66;3;"A: Ĺ tÄ›pĂˇn byl na ÄŤundru, na kterĂ˝ jezdĂ­ kaĹľdĂ© lĂ©to.

B: Ĺ tÄ›pĂˇn si s sebou nevzal nÄ›jakĂ˝ stan?"
qb_E1_main;73;no;19;a;negative;V1;NCI;1;0;51;3;"A: Ondra veÄŤeĹ™el v italskĂ© restauraci, kde si objednal Ĺˇpagety.  

B: Neobjednal si Ondra ĹľĂˇdnou pizzu?"
qb_E1_main;73;no;20;b;neutral;V1;NCI;1;1;48;3;"A: TomĂˇĹˇ byl o vĂ­kendu na pĂˇrty, na kterou dorazili i jeho kamarĂˇdi.

B: Nedal si tam TomĂˇĹˇ ĹľĂˇdnĂ˝ drink?"
qb_E1_main;73;no;21;c;negative;V1;PPI;0;0;17;2;"A: Jirka otevĹ™el pĹ™Ă­bornĂ­k, ze kterĂ©ho vyndal vidliÄŤky. 

B: Nevyndal Jirka z pĹ™Ă­bornĂ­ku nÄ›jakĂ© noĹľe?"
qb_E1_main;73;no;22;d;neutral;V1;PPI;0;0;37;3;"A: Martin stĂˇl v obchodÄ› za pokladnou, kam ho poslal jeho ĹˇĂ©f. 

B: NepĹ™ijĂ­mal tam Martin nÄ›jakou objednĂˇvku? "
qb_E1_main;73;no;23;e;negative;nonV1;NCI;0;0;40;5;"A: Petr strĂˇvil lĂ©to v pĹ™Ă­stavu, kde si pĹŻjÄŤil vodnĂ­ skĹŻtr.

B: Petr si nepĹŻjÄŤil ĹľĂˇdnou plachetnici?"
qb_E1_main;73;no;24;f;neutral;nonV1;NCI;0;1;55;2;"A: Pavel se zastavil v lĂ©kĂˇrnÄ›, kterĂˇ je v areĂˇlu nemocnice.

B: Pavel si nepĹ™inesl ĹľĂˇdnĂ© pilulky?"
qb_E1_main;73;no;25;g;negative;nonV1;PPI;1;0;46;7;"A: Michal poklĂˇdal na stĹŻl Ĺˇperkovnici, do kterĂ© uloĹľil nĂˇhrdelnĂ­k.

B: Michal nedal do Ĺˇperkovnice nÄ›jakĂ˝ prsten?"
